"","BOTTOM_DEPTH","CRUISE","DAY","DIS_PERVOLM2","DIS_PERVOLM3","EST_NUM_PERM2","EST_NUM_PERM3","FOCI_ID","GEAR_NAME","GEOGRAPHIC_AREA","GMT_DATE_TIME_TXT","HAUL_ID","HAUL_NAME","HAUL_PERFORMANCE","LAT","LON","MAX_GEAR_DEPTH","MESH","MIN_GEAR_DEPTH","MONTH","NET","SEX","SEX_NAME","SIZE_NAME","SPECIMEN_FORM","STAGE","STAGE_NAME","STATION_NAME","TAXON_NAME","TAXON_SIZE","VOLUME_FILTERED","YEAR","ZOOP_COPEPOD_NAUPLII","ZOOP_EUPHAUSIID_EGG","weight_mean","sd","total_WW_m2","mean_DW_mg_m2","mg_C_m2","total_WW_m3","mean_DW_mg_m3","mg_C_m3","bsregion"
"248",70,"8MF05",25,33.6232,0.5512,0,0,"8MF05 27 3 20BON 1 4185#21#999#999","20BON","BS","2005-09-25 05:24","8MF05 27 3 20BON 1",3,"GOOD",57.86017,-168.8838,61,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","27","Calanus marshallae",999,11.79155,2005,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"6"
"249",70,"7MF06",2,41.9497,0.6877,0,0,"7MF06 61 1 20BON 1 4185#21#999#999","20BON","BS","2006-10-02 22:54","7MF06 61 1 20BON 1",1,"GOOD",57.86067,-168.8627,61,153,0,10,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","61","Calanus marshallae",999,10.17885,2006,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"6"
"250",65,"3MF05",2,579.9695,10.5449,666.2205,12.1131,"3MF05 38 1 20BON 1 4185#21#999#999","20BON","BS","2005-05-02 07:05","3MF05 38 1 20BON 1",1,"QUEST",57.92767,-169.3243,55,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","38","Calanus marshallae",999,7.39696,2005,NA,NA,0.075071254822619,0.0105904892293642,50.0140089235526,7.4696296188181,2.98785184752724,0.909345616791866,0.109986236613725,0.0439944946454899,"6"
"251",100,"DY14-06",31,120.951,1.359,7913.034,88.9105,"DY14-06 145 1 20BON 1 4185#24#999#999","20BON","BS","2014-05-31 06:24","DY14-06 145 1 20BON 1",1,"GOOD",56.7708,-168.7347,89,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",24,"C - 5 (COPEPODITE V)","145","Calanus marshallae",999,22.07463,2014,NA,NA,1.28108646212632,0.163979799162647,10137.2807317453,2002.35450526614,800.941802106454,113.902037890882,17.7644398358247,7.10577593432988,"3"
"252",100,"DY14-06",31,120.951,1.359,7913.034,88.9105,"DY14-06 145 1 20BON 1 4185#23#999#999","20BON","BS","2014-05-31 06:24","DY14-06 145 1 20BON 1",1,"GOOD",56.7708,-168.7347,89,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","145","Calanus marshallae",999,22.07463,2014,NA,NA,0.493102857603848,0.0778181501067857,3901.93967771641,732.954204321255,293.181681728502,43.842021620987,6.50260522341878,2.60104208936751,"3"
"253",100,"DY14-06",31,120.951,1.359,8257.082,92.7762,"DY14-06 145 1 20BON 1 4185#22#999#999","20BON","BS","2014-05-31 06:24","DY14-06 145 1 20BON 1",1,"GOOD",56.7708,-168.7347,89,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",22,"C - 3 (COPEPODITE III)","145","Calanus marshallae",999,22.07463,2014,NA,NA,0.207782139885689,0.033859585789125,1715.6741671716,308.638249219673,123.455299687869,19.2772373664626,2.7381690357088,1.09526761428352,"3"
"254",101,"DY14-06",4,268.0314,2.9454,571.8076,6.2836,"DY14-06 195 1 20BON 1 4185#0#2#999","20BON","BS","2014-06-04 14:55","DY14-06 195 1 20BON 1",1,"GOOD",57.612,-171.536,91,153,0,6,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","195","Calanus marshallae",999,20.37053,2014,NA,NA,1.83955356985089,0.240161339042795,1051.87071184787,184.414275576867,73.7657102307469,11.5590188115151,1.59825364252326,0.639301457009305,"6"
"255",101,"DY14-06",4,268.0314,2.9454,571.8076,6.2836,"DY14-06 195 1 20BON 1 4185#24#999#999","20BON","BS","2014-06-04 14:55","DY14-06 195 1 20BON 1",1,"GOOD",57.612,-171.536,91,153,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","G",24,"C - 5 (COPEPODITE V)","195","Calanus marshallae",999,20.37053,2014,NA,NA,1.28108646212632,0.163979799162647,732.534975300944,126.005739894753,50.4022959579012,8.04983489341696,1.09204741409341,0.436818965637365,"6"
"256",101,"DY14-06",4,268.0314,2.9454,285.9038,3.1418,"DY14-06 195 1 20BON 1 4185#23#999#999","20BON","BS","2014-06-04 14:55","DY14-06 195 1 20BON 1",1,"GOOD",57.612,-171.536,91,153,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","195","Calanus marshallae",999,20.37053,2014,NA,NA,0.493102857603848,0.0778181501067857,140.979980779799,22.2357877707101,8.89431510828405,1.54923055801977,0.192709749219488,0.0770838996877953,"6"
"257",72,"DY14-05",11,595.0098,9.4446,4760.085,75.5569,"DY14-05 51 2 20BON 1 4185#21#999#999","20BON","BS","2014-05-11 12:14","DY14-05 51 2 20BON 1",2,"GOOD",58.6195,-170.2747,63,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",21,"C - 2 (COPEPODITE II)","51","Calanus marshallae",999,4.23522,2014,NA,NA,0.075071254822619,0.0105904892293642,357.345554012326,59.1892693987691,23.6757077595076,5.67215129350714,0.755440504753004,0.302176201901202,"6"
"258",72,"DY14-05",11,595.0098,9.4446,4760.085,75.5569,"DY14-05 51 2 20BON 1 4185#20#999#999","20BON","BS","2014-05-11 12:14","DY14-05 51 2 20BON 1",2,"GOOD",58.6195,-170.2747,63,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","51","Calanus marshallae",999,4.23522,2014,NA,NA,0.0282516378511003,0.00311624624807987,134.480197560455,21.157995051976,8.4631980207904,2.1346061759518,0.270042300301796,0.108016920120718,"6"
"259",72,"DY14-05",11,595.0098,9.4446,119.0007,1.8889,"DY14-05 51 2 20BON 1 4185#0#2#999","20BON","BS","2014-05-11 12:14","DY14-05 51 2 20BON 1",2,"GOOD",58.6195,-170.2747,63,153,0,5,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","51","Calanus marshallae",999,4.23522,2014,NA,NA,1.83955356985089,0.240161339042795,218.908162499755,35.3358189302184,14.1343275720874,3.47473273809136,0.450995778974387,0.180398311589755,"6"
"260",72,"DY14-05",11,595.0098,9.4446,252.882,4.014,"DY14-05 51 2 20BON 1 4185#22#999#999","20BON","BS","2014-05-11 12:14","DY14-05 51 2 20BON 1",2,"GOOD",58.6195,-170.2747,63,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",22,"C - 3 (COPEPODITE III)","51","Calanus marshallae",999,4.23522,2014,NA,NA,0.207782139885689,0.033859585789125,52.5443630985727,7.86795129041755,3.14718051616702,0.834037509501155,0.100419713723399,0.0401678854893596,"6"
"261",72,"3MF03",13,434.6494,7.1254,2624.299,43.0213,"3MF03 1 1 20BON 1 4185#21#999#999","20BON","BS","2003-05-13 18:24","3MF03 1 1 20BON 1",1,"QUEST",57.84483,-168.8737,61,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","1","Calanus marshallae",999,7.43817,2003,NA,NA,0.075071254822619,0.0105904892293642,197.009418959744,31.6250329525391,12.6500131810156,3.22966297510034,0.417576909560412,0.167030763824165,"6"
"262",71,"7MF99",18,41.951,0.6454,0,0,"7MF99 138 2 20BON 1 4185#21#999#999","20BON","BS","1999-09-18 12:29","7MF99 138 2 20BON 1",2,"GOOD",57.11883,-165.0137,65,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","138","Calanus marshallae",999,10.8455,1999,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"3"
"263",68,"DY14-06",27,495.0051,8.6843,186.3558,3.2694,"DY14-06 95 1 20BON 1 4185#0#2#999","20BON","BS","2014-05-27 16:21","DY14-06 95 1 20BON 1",1,"GOOD",56.9857,-163.4413,57,153,0,5,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","95","Calanus marshallae",999,9.78782,2014,NA,NA,1.83955356985089,0.240161339042795,342.811477152419,56.6579481751071,22.6631792700428,6.01423644127052,0.803473432543372,0.321389373017349,"3"
"264",68,"DY14-06",27,495.0051,8.6843,1397.657,24.5203,"DY14-06 95 1 20BON 1 4185#24#999#999","20BON","BS","2014-05-27 16:21","DY14-06 95 1 20BON 1",1,"GOOD",56.9857,-163.4413,57,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",24,"C - 5 (COPEPODITE V)","95","Calanus marshallae",999,9.78782,2014,NA,NA,1.28108646212632,0.163979799162647,1790.51946139609,322.827105823416,129.130842329366,31.4126243772761,4.57805181309263,1.83122072523705,"3"
"265",68,"DY14-06",27,495.0051,8.6843,4938.383,86.6383,"DY14-06 95 1 20BON 1 4185#23#999#999","20BON","BS","2014-05-27 16:21","DY14-06 95 1 20BON 1",1,"GOOD",56.9857,-163.4413,57,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","95","Calanus marshallae",999,9.78782,2014,NA,NA,0.493102857603848,0.0778181501067857,2435.13076924227,446.212597191528,178.485038876611,42.7215933079395,6.32779665164527,2.53111866065811,"3"
"266",68,"DY14-06",27,495.0051,8.6843,13417.49,235.3946,"DY14-06 95 1 20BON 1 4185#22#999#999","20BON","BS","2014-05-27 16:21","DY14-06 95 1 20BON 1",1,"GOOD",56.9857,-163.4413,57,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",22,"C - 3 (COPEPODITE III)","95","Calanus marshallae",999,9.78782,2014,NA,NA,0.207782139885689,0.033859585789125,2787.91478409483,514.507272729395,205.802909091758,48.9107937055357,7.29629309131118,2.91851723652447,"3"
"267",100,"DY14-06",31,120.951,1.359,5160.674,57.9851,"DY14-06 145 1 20BON 1 4185#21#999#999","20BON","BS","2014-05-31 06:24","DY14-06 145 1 20BON 1",1,"GOOD",56.7708,-168.7347,89,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",21,"C - 2 (COPEPODITE II)","145","Calanus marshallae",999,22.07463,2014,NA,NA,0.075071254822619,0.0105904892293642,387.418272910464,64.4438724541618,25.7775489816647,4.35301421801505,0.571731525308676,0.22869261012347,"3"
"268",100,"DY14-06",31,120.951,1.359,3096.408,34.7911,"DY14-06 145 1 20BON 1 4185#20#999#999","20BON","BS","2014-05-31 06:24","DY14-06 145 1 20BON 1",1,"GOOD",56.7708,-168.7347,89,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","145","Calanus marshallae",999,22.07463,2014,NA,NA,0.0282516378511003,0.00311624624807987,87.4785974552497,13.4551546337171,5.38206185348686,0.982905557641414,0.119371100531933,0.047748440212773,"3"
"269",76,"DY14-06",2,142.956,2.166,45769.98,693.4846,"DY14-06 158 1 20BON 1 4185#21#999#999","20BON","BS","2014-06-02 04:19","DY14-06 158 1 20BON 1",1,"GOOD",57.2272,-168.2067,66,153,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","H",21,"C - 2 (COPEPODITE II)","158","Calanus marshallae",999,16.62072,2014,NA,NA,0.075071254822619,0.0105904892293642,3436.00983180618,641.126971352067,256.450788540827,52.060759122162,7.79174404204825,3.1166976168193,"3"
"270",76,"DY14-06",2,142.956,2.166,12815.6,194.1757,"DY14-06 158 1 20BON 1 4185#20#999#999","20BON","BS","2014-06-02 04:19","DY14-06 158 1 20BON 1",1,"GOOD",57.2272,-168.2067,66,153,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","158","Calanus marshallae",999,16.62072,2014,NA,NA,0.0282516378511003,0.00311624624807987,362.061690044561,60.011829230164,24.0047316920656,5.48578155588389,0.729335450059403,0.291734180023761,"3"
"271",103,"3DY12",13,50.14,0.545,89.1296,0.9688,"3DY12 105 3 20BON 1 4185#0#2#999","20BON","BS","2012-09-13 14:35","3DY12 105 3 20BON 1",3,"GOOD",56.51117,-168.996,92,153,0,9,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","105","Calanus marshallae",999,33.0289,2012,NA,NA,1.83955356985089,0.240161339042795,163.958673859382,26.0663899901808,10.4265559960723,1.78215949847155,0.223324210437715,0.0893296841750862,"3"
"272",103,"3DY12",13,50.14,0.545,17202.88,186.9878,"3DY12 105 3 20BON 1 4185#24#999#999","20BON","BS","2012-09-13 14:35","3DY12 105 3 20BON 1",3,"GOOD",56.51117,-168.996,92,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","G",24,"C - 5 (COPEPODITE V)","105","Calanus marshallae",999,33.0289,2012,NA,NA,1.28108646212632,0.163979799162647,22038.3766775837,4534.71006841299,1813.8840273652,239.547539162784,38.8511948625393,15.5404779450157,"3"
"273",103,"3DY12",13,50.14,0.545,178.2684,1.9377,"3DY12 105 3 20BON 1 4185#23#999#999","20BON","BS","2012-09-13 14:35","3DY12 105 3 20BON 1",3,"GOOD",56.51117,-168.996,92,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","105","Calanus marshallae",999,33.0289,2012,NA,NA,0.493102857603848,0.0778181501067857,87.9046574604659,13.5241451856517,5.4096580742607,0.955485407178977,0.115868328777726,0.0463473315110905,"3"
"274",77,"1DY12",8,59.9717,0.8951,6396.785,95.4744,"1DY12 64 2 20BON 1 4185#20#999#999","20BON","BS","2012-05-08 09:06","1DY12 64 2 20BON 1",2,"GOOD",56.66217,-163.8588,67,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","64","Calanus marshallae",999,13.40674,2012,NA,NA,0.0282516378511003,0.00311624624807987,180.71965323135,28.8786352247739,11.5514540899096,2.69730817285109,0.345455926710665,0.138182370684266,"3"
"275",72,"3MF04",27,15.1219,0.2257,9.6815,0.1445,"3MF04 1 5 60BON 1 4185#0#1#999","60BON","BS","2004-04-27 02:49","3MF04 1 5 60BON 1",5,"QUEST",56.8735,-164.0495,67,333,0,4,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","1","Calanus marshallae",999,110.7473,2004,NA,NA,1.39403719141276,0.238241938468224,13.4963710686626,1.88141082907636,0.752564331630544,0.201438374159143,0.0225060685109867,0.00900242740439467,"3"
"276",72,"3MF04",27,15.1219,0.2257,78.6446,1.1738,"3MF04 1 5 60BON 1 4185#0#2#999","60BON","BS","2004-04-27 02:49","3MF04 1 5 60BON 1",5,"QUEST",56.8735,-164.0495,67,333,0,4,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","1","Calanus marshallae",999,110.7473,2004,NA,NA,1.83955356985089,0.240161339042795,144.670954679496,22.8489976083979,9.13959904335916,2.15926798029098,0.273327386892118,0.109330954756847,"3"
"277",72,"3MF04",27,15.1219,0.2257,7.2628,0.1084,"3MF04 1 5 60BON 1 4185#22#999#999","60BON","BS","2004-04-27 02:49","3MF04 1 5 60BON 1",5,"QUEST",56.8735,-164.0495,67,333,0,4,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","1","Calanus marshallae",999,110.7473,2004,NA,NA,0.207782139885689,0.033859585789125,1.50908012556178,0.187456167371555,0.074982466948622,0.0225235839636087,0.00224241366131734,0.000896965464526935,"3"
"278",72,"3MF04",27,15.1219,0.2257,7.2628,0.1084,"3MF04 1 5 60BON 1 4185#23#999#999","60BON","BS","2004-04-27 02:49","3MF04 1 5 60BON 1",5,"QUEST",56.8735,-164.0495,67,333,0,4,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","1","Calanus marshallae",999,110.7473,2004,NA,NA,0.493102857603848,0.0778181501067857,3.58130743420523,0.465568096349761,0.186227238539904,0.0534523497642572,0.0055692820042507,0.00222771280170028,"3"
"279",72,"3MF04",27,15.1219,0.2257,6.0501,0.0903,"3MF04 1 5 60BON 1 4185#24#999#999","60BON","BS","2004-04-27 02:49","3MF04 1 5 60BON 1",5,"QUEST",56.8735,-164.0495,67,333,0,4,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","1","Calanus marshallae",999,110.7473,2004,NA,NA,1.28108646212632,0.163979799162647,7.75070120451047,1.04937312865293,0.41974925146117,0.115682107530007,0.0125529539652143,0.00502118158608572,"3"
"280",75,"2DY12",21,32.3648,0.5057,1747.699,27.3078,"2DY12 64 1 20BON 1 4185#21#999#999","20BON","BS","2012-05-21 07:36","2DY12 64 1 20BON 1",1,"GOOD",56.84566,-164.835,64,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",21,"C - 2 (COPEPODITE II)","64","Calanus marshallae",999,15.81967,2012,NA,NA,0.075071254822619,0.0105904892293642,131.201956982236,20.6154291126561,8.24617164506243,2.05003081244511,0.258791706011348,0.103516682404539,"3"
"281",75,"2DY12",21,32.3648,0.5057,10227.27,159.8011,"2DY12 64 1 20BON 1 4185#20#999#999","20BON","BS","2012-05-21 07:36","2DY12 64 1 20BON 1",1,"GOOD",56.84566,-164.835,64,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","64","Calanus marshallae",999,15.81967,2012,NA,NA,0.0282516378511003,0.00311624624807987,288.937128245422,47.3261135395009,18.9304454158004,4.51464280540746,0.594098945199659,0.237639578079864,"3"
"282",71,"2DY12",24,41.8686,0.6753,535.9156,8.6438,"2DY12 104 1 20BON 2 4185#20#999#999","20BON","BS","2012-05-24 05:36","2DY12 104 1 20BON 2",1,"GOOD",56.919,-160.8393,62,153,0,5,2,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","104","Calanus marshallae",999,7.40418,2012,NA,NA,0.0282516378511003,0.00311624624807987,15.1404934499551,2.123411603246,0.849364641298401,0.24420150725734,0.0275617057584531,0.0110246823033812,"3"
"283",69,"3TT05",16,531.661,8.1794,64.8115,0.9971,"3TT05 9 2 20BON 1 4185#21#999#999","20BON","BS","2005-05-16 15:00","3TT05 9 2 20BON 1",2,"GOOD",58.25134,-168.8348,65,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","9","Calanus marshallae",999,9.1694,2005,NA,NA,0.075071254822619,0.0105904892293642,4.86548063193617,0.642793955977189,0.257117582390876,0.0748535481836334,0.00793856372725226,0.00317542549090091,"6"
"284",79,"2DY12",30,66.206,0.9458,113.498,1.6214,"2DY12 163 1 20BON 1 4185#0#2#999","20BON","BS","2012-05-30 06:17","2DY12 163 1 20BON 1",1,"GOOD",56.86883,-169.3318,70,153,0,5,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","163","Calanus marshallae",999,14.80184,2012,NA,NA,1.83955356985089,0.240161339042795,208.785651070937,33.6179850241334,13.4471940096534,2.98265215815624,0.384028287996787,0.153611315198715,"3"
"285",79,"2DY12",30,66.206,0.9458,113.498,1.6214,"2DY12 163 1 20BON 1 4185#24#999#999","20BON","BS","2012-05-30 06:17","2DY12 163 1 20BON 1",1,"GOOD",56.86883,-169.3318,70,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",24,"C - 5 (COPEPODITE V)","163","Calanus marshallae",999,14.80184,2012,NA,NA,1.28108646212632,0.163979799162647,145.400751278413,22.9703425262812,9.18813701051249,2.07715358969162,0.262397086224384,0.104958834489753,"3"
"286",79,"2DY12",30,66.206,0.9458,945.826,13.5118,"2DY12 163 1 20BON 1 4185#23#999#999","20BON","BS","2012-05-30 06:17","2DY12 163 1 20BON 1",1,"GOOD",56.86883,-169.3318,70,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","163","Calanus marshallae",999,14.80184,2012,NA,NA,0.493102857603848,0.0778181501067857,466.389503396018,78.3412961150219,31.3365184460088,6.66270719137168,0.894916033929571,0.357966413571828,"3"
"287",79,"2DY12",30,66.206,0.9458,3669.813,52.4259,"2DY12 163 1 20BON 1 4185#22#999#999","20BON","BS","2012-05-30 06:17","2DY12 163 1 20BON 1",1,"GOOD",56.86883,-169.3318,70,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",22,"C - 3 (COPEPODITE III)","163","Calanus marshallae",999,14.80184,2012,NA,NA,0.207782139885689,0.033859585789125,762.521598120319,131.441090740901,52.5764362963605,10.8931656874331,1.50149085417887,0.600596341671549,"3"
"288",71,"2DY12",24,41.8686,0.6753,133.9758,2.1609,"2DY12 104 1 20BON 2 4185#21#999#999","20BON","BS","2012-05-24 05:36","2DY12 104 1 20BON 2",1,"GOOD",56.919,-160.8393,62,153,0,5,2,999,"NOT DETERMINED","NOT DETERMINED","H",21,"C - 2 (COPEPODITE II)","104","Calanus marshallae",999,7.40418,2012,NA,NA,0.075071254822619,0.0105904892293642,10.0577314218642,1.3805264036781,0.552210561471241,0.162221474546197,0.0179191177404258,0.0071676470961703,"3"
"289",94,"2DY12",19,152.1722,1.8334,5507.282,66.3528,"2DY12 27 1 20BON 1 4185#0#2#999","20BON","BS","2012-05-19 01:23","2DY12 27 1 20BON 1",1,"GOOD",56.26717,-165.7657,83,153,0,5,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","27","Calanus marshallae",999,11.45392,2012,NA,NA,1.83955356985089,0.240161339042795,10130.9402632756,2001.03621790651,800.414487162605,122.059530109602,19.1061322680007,7.64245290720028,"3"
"290",94,"2DY12",19,152.1722,1.8334,115.9427,1.3969,"2DY12 27 1 20BON 1 4185#23#999#999","20BON","BS","2012-05-19 01:23","2DY12 27 1 20BON 1",1,"GOOD",56.26717,-165.7657,83,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","27","Calanus marshallae",999,11.45392,2012,NA,NA,0.493102857603848,0.0778181501067857,57.1716766883057,8.59895466440829,3.43958186576332,0.688815381786816,0.0821038375786145,0.0328415350314458,"3"
"291",94,"2DY12",19,152.1722,1.8334,5101.487,61.4637,"2DY12 27 1 20BON 1 4185#22#999#999","20BON","BS","2012-05-19 01:23","2DY12 27 1 20BON 1",1,"GOOD",56.26717,-165.7657,83,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",22,"C - 3 (COPEPODITE III)","27","Calanus marshallae",999,11.45392,2012,NA,NA,0.207782139885689,0.033859585789125,1059.99788545902,185.914430756615,74.3657723026462,12.771059111292,1.77513304082208,0.710053216328831,"3"
"292",89,"2DY12",19,92.2999,1.1987,8.393,0.109,"2DY12 28 1 20BON 1 4185#0#1#999","20BON","BS","2012-05-19 03:00","2DY12 28 1 20BON 1",1,"GOOD",56.49,-165.9823,77,153,0,5,1,1,"MALE","NOT DETERMINED","G",0,"ADULT","28","Calanus marshallae",999,18.35351,2012,NA,NA,1.39403719141276,0.238241938468224,11.7001541475273,1.61880194153988,0.647520776615953,0.15195005386399,0.0167268439745329,0.00669073758981316,"3"
"293",71,"DY14-08",6,84.7299,1.4361,58.941,0.999,"DY14-08 81 4 20BON 1 4185#0#2#999","20BON","BS","2014-09-06 15:14","DY14-08 81 4 20BON 1",4,"GOOD",57.5015,-168.9875,59,153,0,9,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","81","Calanus marshallae",999,16.01573,2014,NA,NA,1.83955356985089,0.240161339042795,108.425126960582,16.8664454028352,6.74657816113408,1.83771401628104,0.230658156000414,0.0922632624001656,"6"
"294",71,"DY14-08",6,84.7299,1.4361,26052.39,441.5659,"DY14-08 81 4 20BON 1 4185#24#999#999","20BON","BS","2014-09-06 15:14","DY14-08 81 4 20BON 1",4,"GOOD",57.5015,-168.9875,59,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","G",24,"C - 5 (COPEPODITE V)","81","Calanus marshallae",999,16.01573,2014,NA,NA,1.28108646212632,0.163979799162647,33375.3641350352,7019.11874151731,2807.64749660692,565.684096626626,95.9904012202152,38.3961604880861,"6"
"295",71,"DY14-08",6,84.7299,1.4361,117.882,1.998,"DY14-08 81 4 20BON 1 4185#23#999#999","20BON","BS","2014-09-06 15:14","DY14-08 81 4 20BON 1",4,"GOOD",57.5015,-168.9875,59,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","81","Calanus marshallae",999,16.01573,2014,NA,NA,0.493102857603848,0.0778181501067857,58.1279510600569,8.75042017765885,3.50016807106354,0.985219509492489,0.119666932433097,0.0478667729732389,"6"
"296",89,"2DY12",19,92.2999,1.1987,1115.969,14.4931,"2DY12 28 1 20BON 1 4185#0#2#999","20BON","BS","2012-05-19 03:00","2DY12 28 1 20BON 1",1,"GOOD",56.49,-165.9823,77,153,0,5,1,2,"FEMALE","NOT DETERMINED","G",0,"ADULT","28","Calanus marshallae",999,18.35351,2012,NA,NA,1.83955356985089,0.240161339042795,2052.88475779293,372.804435643341,149.121774257336,26.660833843206,3.85213268122919,1.54085307249168,"3"
"297",89,"2DY12",19,92.2999,1.1987,75.5139,0.9807,"2DY12 28 1 20BON 1 4185#23#999#999","20BON","BS","2012-05-19 03:00","2DY12 28 1 20BON 1",1,"GOOD",56.49,-165.9823,77,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",23,"C - 4 (COPEPODITE IV)","28","Calanus marshallae",999,18.35351,2012,NA,NA,0.493102857603848,0.0778181501067857,37.2361198788113,5.47555670765624,2.1902226830625,0.483585972452094,0.056578127547555,0.022631251019022,"3"
"298",89,"2DY12",19,92.2999,1.1987,1241.833,16.1277,"2DY12 28 1 20BON 1 4185#22#999#999","20BON","BS","2012-05-19 03:00","2DY12 28 1 20BON 1",1,"GOOD",56.49,-165.9823,77,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","G",22,"C - 3 (COPEPODITE III)","28","Calanus marshallae",999,18.35351,2012,NA,NA,0.207782139885689,0.033859585789125,258.030718120665,42.0129337003176,16.805173480127,3.35104801743442,0.434113469546194,0.173645387818477,"3"
"299",89,"2DY12",19,92.2999,1.1987,11814.19,153.4311,"2DY12 28 1 20BON 1 4185#21#999#999","20BON","BS","2012-05-19 03:00","2DY12 28 1 20BON 1",1,"GOOD",56.49,-165.9823,77,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",21,"C - 2 (COPEPODITE II)","28","Calanus marshallae",999,18.35351,2012,NA,NA,0.075071254822619,0.0105904892293642,886.906068012837,154.102826215416,61.6411304861664,11.5182652058147,1.59232265753209,0.636929063012837,"3"
"300",89,"2DY12",19,92.2999,1.1987,32220.54,418.4486,"2DY12 28 1 20BON 1 4185#20#999#999","20BON","BS","2012-05-19 03:00","2DY12 28 1 20BON 1",1,"GOOD",56.49,-165.9823,77,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","H",20,"C - 1 (COPEPODITE I)","28","Calanus marshallae",999,18.35351,2012,NA,NA,0.0282516378511003,0.00311624624807987,910.28302744689,158.381370740437,63.352548296175,11.8218583064999,1.63653168387945,0.65461267355178,"3"
